id,y01,y02,y03,y04,y05,y06,y07,y08,y09,y10
627,501,504,499,511,511,502,497,502,504,506
628,500,504,498,511,511,501,496,502,504,506
629,500,504,498,511,510,502,496,502,504,506
630,500,503,498,511,511,502,497,502,504,506
631,500,504,498,511,510,502,497,502,504,506
632,499,504,498,511,510,501,497,502,504,505
633,499,504,498,511,510,501,497,502,504,505
634,499,504,498,511,510,501,497,502,504,505
635,499,503,497,510,510,501,497,502,504,505
636,499,503,497,510,510,502,497,502,504,505
637,499,503,497,510,509,501,497,502,504,505
638,499,503,497,510,509,501,497,502,504,505
639,499,503,497,510,509,501,497,502,504,505
640,500,503,497,510,509,501,497,502,503,505
641,499,503,497,509,509,501,497,502,503,505
642,499,503,497,509,509,501,497,501,504,504
643,499,503,497,509,509,501,497,501,504,504
644,499,503,497,509,508,501,497,501,503,504
645,500,503,497,509,509,501,496,501,503,504
646,500,503,497,509,508,501,496,501,503,504
647,499,502,497,509,508,500,496,501,503,503
648,500,503,497,509,508,501,496,501,503,504
649,500,502,497,508,508,501,496,501,503,503
650,500,502,497,508,508,500,496,501,503,504
651,500,503,497,508,508,500,495,501,503,504
652,500,502,497,508,508,500,495,500,503,503
653,500,502,496,508,507,500,495,501,503,503
654,500,502,496,508,508,500,496,501,503,503
655,500,502,496,508,508,500,496,501,503,503
656,500,502,496,508,507,500,496,501,502,504
657,500,502,496,507,507,500,495,501,502,503
658,500,502,496,507,507,499,495,500,502,503
659,500,501,496,508,507,500,495,500,502,503
660,499,502,496,508,507,500,495,501,502,503
661,499,501,496,508,507,500,496,500,502,503
662,499,501,496,507,506,499,495,500,501,503
663,499,502,496,507,506,499,495,500,502,503
664,499,501,496,507,506,499,495,500,501,503
665,499,501,496,507,506,500,495,500,501,502
666,499,501,496,507,506,499,495,499,501,503
667,499,501,496,507,506,499,495,499,501,503
668,499,501,496,507,506,499,495,499,501,502
669,499,501,496,507,506,499,495,500,501,502
670,499,501,496,507,506,499,495,500,500,502
671,499,501,496,507,506,499,495,499,501,502
672,498,501,496,507,506,499,495,500,500,502
673,499,500,496,507,506,499,495,500,500,501
674,499,500,496,507,506,499,495,500,500,501
675,498,501,496,507,506,499,495,500,500,501
676,498,501,496,508,506,499,495,499,500,501
677,498,500,495,508,506,499,495,499,500,501
678,498,500,495,509,506,499,495,499,500,500
679,498,500,495,509,506,499,495,499,500,501
680,498,500,496,509,506,499,495,499,499,501
681,498,500,496,509,507,499,495,499,500,500
682,497,500,496,510,506,499,494,499,499,500
683,497,500,497,510,507,498,494,499,499,500
684,497,499,497,510,506,499,494,499,499,500
685,497,500,498,509,507,499,494,499,499,500
686,497,500,498,509,507,498,494,499,500,501
687,497,500,499,509,506,498,493,499,499,501
688,497,499,499,509,506,498,493,499,499,500
689,497,500,499,509,506,498,493,499,499,500
690,496,500,499,508,506,498,493,499,499,500
691,496,500,499,508,506,498,493,499,499,500
692,496,500,499,507,506,498,493,499,499,500
693,496,500,499,507,505,498,493,499,499,500
694,496,500,499,506,505,498,493,499,499,500
695,496,500,499,505,505,498,493,499,499,500
696,496,500,499,504,505,498,493,499,499,499
697,496,500,499,504,505,498,493,499,498,499
698,496,500,498,503,505,497,493,499,499,500
699,496,501,499,502,505,498,493,499,498,499
700,496,501,498,502,505,497,493,499,498,499
701,496,501,498,502,505,498,493,499,498,499
702,496,501,497,501,505,497,493,499,498,499
703,496,501,496,501,504,497,493,499,498,499
704,496,501,495,501,504,497,493,499,498,499
705,496,501,494,500,504,497,493,499,498,499
706,496,501,493,500,504,497,493,499,498,498
707,496,501,493,500,504,497,493,499,498,498
708,496,501,492,500,504,497,493,499,497,498
709,496,501,492,500,504,497,493,498,497,498
710,497,501,492,500,504,496,493,498,497,498
711,496,501,491,500,503,496,493,498,497,498
712,496,501,491,499,503,496,493,497,497,498
713,496,501,491,499,503,497,493,498,497,498
714,496,501,490,499,503,497,493,497,497,498
715,496,500,490,499,503,496,493,498,497,498
716,496,501,490,500,503,496,493,497,497,498
717,496,500,490,499,503,496,492,497,497,498
718,496,500,490,499,503,496,493,497,497,498
719,496,500,490,499,503,496,492,497,497,498
720,496,500,490,499,503,496,492,497,497,497
721,496,500,490,499,503,496,492,498,497,497
722,496,500,490,499,503,496,492,497,497,497
723,495,500,490,499,502,496,492,497,497,498
724,496,500,490,499,502,496,492,497,497,498
725,495,500,489,499,502,496,492,497,497,497
726,495,500,489,499,502,496,492,497,497,497
727,496,500,490,499,502,496,492,497,497,497
728,496,500,490,499,501,496,492,497,496,497
729,495,500,489,499,501,495,492,497,496,498
730,495,499,489,498,501,496,491,497,496,497
731,495,499,489,498,501,496,491,497,496,497
732,495,499,489,498,500,496,491,497,496,497
733,495,499,489,498,500,496,491,497,496,497
734,495,499,489,498,500,495,491,496,496,497
735,495,499,488,498,500,495,491,496,496,497
736,495,499,488,498,499,495,491,496,496,497
737,495,499,488,498,499,496,491,496,496,497
738,495,499,488,498,499,495,491,496,496,497
739,495,499,489,498,499,495,491,496,496,496
740,495,499,489,498,499,495,491,496,496,497
741,495,498,488,498,499,495,491,495,495,497
742,494,498,489,498,499,495,491,495,494,496
743,495,498,489,498,499,495,491,495,495,496
744,494,498,489,498,499,495,491,495,495,496
745,495,498,489,499,499,495,491,495,495,496
746,495,498,489,498,499,495,491,495,495,496
747,494,498,489,498,498,495,491,495,495,496
748,494,498,489,498,498,495,491,494,495,496
749,494,497,489,498,498,495,491,495,494,496
750,494,497,489,499,498,495,491,494,495,495
751,494,497,490,499,498,495,491,495,495,495
752,493,497,490,499,498,495,491,495,494,495
753,493,497,489,499,497,495,491,494,495,495
754,493,497,489,499,498,495,491,495,495,496
755,493,496,489,499,497,496,491,495,495,496
756,493,497,490,499,497,495,491,495,495,495
757,493,497,490,499,497,495,491,495,494,495
758,492,496,490,499,497,495,491,495,495,495
759,492,496,489,499,497,496,491,495,495,495
760,492,496,489,499,498,496,491,495,495,495
761,491,496,490,499,498,496,491,495,495,496
762,491,496,490,498,497,495,491,495,495,495
763,491,496,490,498,498,496,491,495,495,495
764,491,496,490,498,498,496,491,494,495,495
765,490,495,490,498,497,496,491,494,495,495
766,490,495,490,498,498,496,491,494,495,495
767,490,495,490,498,498,495,491,494,496,495
768,490,495,490,498,498,495,491,494,496,495
769,490,495,491,498,498,495,491,494,495,495
770,490,495,490,498,498,495,491,493,495,495
771,490,495,490,498,498,496,491,493,495,495
772,490,495,490,498,498,495,491,493,495,495
773,490,495,490,498,498,495,491,493,495,495
774,490,495,491,498,498,495,491,493,495,494
775,490,495,491,498,498,495,491,493,496,495
776,489,496,491,499,498,495,491,493,496,495
777,489,495,491,499,498,495,491,493,496,494
778,489,495,491,498,498,495,491,493,495,495
779,489,495,491,499,497,495,491,493,495,494
780,489,495,491,499,498,494,490,494,495,494
781,489,495,491,498,498,494,491,493,496,494
782,489,495,491,498,497,494,490,493,495,494
783,489,495,491,498,497,494,490,493,495,494
784,489,495,491,498,497,494,490,493,495,494
785,489,495,491,498,497,494,490,493,495,494
786,489,495,491,498,497,494,490,493,495,494
787,489,495,491,498,497,494,490,493,495,494
788,489,495,491,498,497,494,489,493,495,494
789,489,495,491,498,497,494,489,493,495,494
790,489,495,491,497,497,494,490,493,495,494
791,489,495,491,497,496,494,490,493,495,494
792,489,496,490,497,497,494,489,493,494,493
793,489,496,490,497,496,494,489,493,494,494
794,489,495,490,497,496,494,489,493,494,493
795,488,495,490,497,496,494,489,493,494,493
796,489,495,489,497,496,494,489,493,494,494
797,488,495,489,496,496,494,489,493,494,494
798,488,495,489,496,496,494,489,492,494,493
799,489,495,489,496,496,494,489,492,495,493
800,489,495,489,497,496,494,489,492,494,493
801,488,494,488,496,496,494,489,492,494,493
802,489,494,488,496,496,494,489,492,494,493
803,489,494,488,496,495,493,489,492,494,493
804,488,494,488,496,495,494,488,492,493,493
805,488,494,488,496,496,493,489,492,494,493
806,488,493,488,496,496,493,488,492,494,493
807,488,493,488,496,496,493,488,492,493,493
808,489,493,487,495,495,493,488,492,493,492
809,488,493,487,495,496,493,488,492,493,493
810,488,493,487,496,496,493,488,492,493,492
811,488,493,488,496,495,492,488,492,493,492
812,488,493,487,496,495,493,488,492,493,492
813,488,492,488,496,495,493,488,492,493,492
814,488,492,488,496,495,493,488,492,493,492
815,488,492,487,496,495,492,488,492,493,492
816,488,492,488,496,495,492,488,492,493,492
817,488,492,488,496,495,492,488,492,493,492
818,488,492,487,496,495,492,488,492,492,491
819,488,492,487,496,495,493,488,492,492,491
820,488,492,487,496,495,492,488,491,492,491
821,488,492,488,496,495,492,488,491,492,492
822,488,492,488,495,494,492,488,491,491,492
823,488,492,488,495,495,492,488,491,491,491
824,488,492,488,495,495,492,487,491,492,491
825,488,492,487,496,495,491,487,491,491,491
826,488,492,487,496,495,491,488,491,492,491
827,489,491,487,495,495,491,488,491,492,491
828,489,492,488,495,495,491,488,491,492,490
829,490,492,487,495,495,492,488,491,492,490
830,490,492,487,495,495,492,488,491,492,490
831,490,492,487,496,495,491,488,491,492,490
832,490,492,487,496,495,491,488,491,492,490
833,490,492,487,495,495,491,488,491,491,489
834,490,492,487,495,495,491,488,491,491,489
835,491,492,487,495,495,491,488,491,491,488
836,491,491,487,496,495,491,488,491,491,488
837,491,492,487,496,494,491,488,491,491,488
838,490,492,487,496,495,491,488,491,491,488
839,490,492,487,495,494,491,488,491,491,488
840,489,492,487,495,495,490,487,491,491,487
841,488,491,487,496,494,490,487,491,491,487
842,487,491,487,496,494,490,487,491,491,487
843,486,491,487,496,494,491,488,490,490,487
844,486,492,487,496,494,490,488,491,491,487
845,486,492,487,496,494,490,488,491,491,487
846,485,492,488,496,494,490,487,490,491,487
847,485,491,488,496,494,490,487,490,491,487
848,484,492,488,496,494,490,488,490,491,487
849,484,492,487,496,494,490,488,490,491,487
850,483,491,488,496,493,490,488,490,491,487
851,483,491,488,496,493,489,488,490,491,487
852,483,491,488,496,493,490,487,490,491,487
853,483,491,488,495,493,490,487,489,491,487
854,483,491,488,495,493,489,487,489,491,487
855,483,491,488,496,493,490,487,489,491,487
856,483,491,488,496,492,489,488,489,491,487
857,483,492,488,495,493,490,487,489,491,487
858,483,492,488,495,493,490,488,489,491,487
859,483,491,487,495,492,489,488,489,491,487
860,483,492,487,495,492,490,488,489,491,487
861,483,491,487,495,492,490,488,489,491,487
862,483,491,487,495,492,490,488,489,490,487
863,483,491,487,494,492,489,488,489,491,487
864,482,491,487,495,492,490,488,489,491,487
865,483,491,487,495,491,490,488,489,491,487
866,482,491,487,495,491,489,488,489,490,487
867,482,491,487,495,491,490,488,489,491,487
868,482,491,487,495,491,489,489,489,490,487
869,482,491,487,495,491,489,488,488,490,487
870,482,491,487,495,491,489,488,489,491,487
871,482,490,487,495,491,489,488,489,490,487
872,482,491,487,495,491,489,488,489,490,488
873,482,490,487,495,490,489,488,489,490,487
874,482,490,487,495,491,488,488,488,490,487
875,482,490,487,495,490,488,488,488,490,487
876,482,490,487,495,491,488,487,488,490,488
877,482,490,487,495,490,488,488,488,490,488
878,482,490,487,495,490,488,487,488,490,487
879,482,490,488,495,489,487,487,488,490,487
880,482,490,487,495,489,487,487,488,490,487
881,482,490,488,495,489,488,487,487,490,487
882,482,490,487,495,488,488,487,487,490,488
883,483,489,487,494,488,488,487,487,490,487
884,482,489,488,495,487,488,487,487,490,487
885,483,489,487,494,487,488,487,486,489,487
886,483,489,488,495,487,488,487,486,489,487
887,483,489,488,494,487,488,487,486,489,487
888,483,489,487,494,487,488,487,486,490,488
889,483,489,487,494,486,488,487,485,490,487
890,484,489,487,494,487,487,487,485,489,487
891,483,489,487,494,486,488,487,485,489,487
892,483,490,487,494,486,487,487,484,489,487
893,483,490,488,493,486,488,487,484,489,488
894,484,489,487,493,486,488,487,484,489,487
895,484,489,487,493,486,488,487,484,489,487
896,483,489,487,493,486,488,487,484,489,487
897,484,489,486,493,486,487,487,484,489,487
898,483,489,487,493,486,487,487,484,489,487
899,484,488,487,492,486,488,486,484,489,487
900,484,488,486,492,486,488,486,484,488,488
901,484,488,486,492,486,487,487,483,488,488
902,484,487,486,492,486,487,486,483,488,487
903,485,487,486,492,486,487,486,483,488,487
904,485,487,486,491,486,487,486,483,488,487
905,485,487,486,492,486,487,486,483,488,488
906,485,487,486,491,486,488,485,483,488,488
907,485,486,486,491,486,487,486,483,488,489
908,485,486,486,491,486,487,485,483,488,489
909,485,486,485,491,485,487,485,484,488,490
910,485,486,486,491,486,487,485,483,488,490
911,485,486,485,491,485,487,485,483,488,490
912,486,485,485,491,485,487,485,483,488,490
913,486,486,484,491,485,487,485,483,488,491
914,486,485,485,491,485,487,485,483,488,491
915,485,485,485,491,485,487,485,483,488,490
916,485,486,485,491,485,486,485,483,488,490
917,485,485,485,491,485,486,484,483,487,489
918,486,485,484,491,485,486,485,483,488,489
919,485,485,485,491,485,487,484,483,488,488
920,485,486,485,491,485,486,485,483,488,486
921,485,486,484,491,485,486,484,483,487,486
922,485,486,484,491,484,486,485,483,487,485
923,486,485,484,491,485,486,485,483,487,485
924,486,485,484,492,485,486,485,483,487,484
925,486,485,484,491,484,486,485,483,487,484
926,485,485,484,491,484,486,485,483,487,483
927,485,485,484,491,485,486,484,483,487,483
928,485,485,484,491,485,486,484,483,487,483
929,485,485,484,491,485,486,485,483,487,482
930,485,485,485,492,485,485,484,483,487,483
931,485,485,485,491,485,486,484,483,487,483
932,485,485,485,491,485,486,484,483,487,483
933,485,485,485,491,485,485,484,484,487,482
934,485,485,485,491,485,485,484,483,487,483
935,485,485,485,491,486,485,484,483,486,482
936,485,485,485,491,486,485,484,483,487,482
937,484,485,485,491,487,486,484,483,487,483
938,484,485,485,491,487,486,484,483,487,482
939,484,485,485,491,487,485,484,484,487,482
940,484,485,485,491,488,486,484,483,487,482
941,484,485,485,491,488,485,483,483,487,482
942,484,485,485,491,489,485,484,483,487,482
943,484,485,485,490,488,485,484,483,487,482
944,484,485,485,490,489,485,484,483,487,482
945,483,485,485,491,489,486,484,483,486,482
946,483,485,485,490,489,485,484,483,487,482
947,483,485,484,491,488,485,484,483,486,482
948,483,485,485,491,488,485,483,483,486,482
949,483,485,485,491,488,485,484,483,487,482
950,483,485,485,490,487,485,484,483,486,482
951,483,486,485,490,487,485,484,483,486,482
952,483,486,484,490,486,484,484,483,486,482
953,483,485,484,490,485,484,484,483,486,482
954,483,485,484,491,484,484,484,483,486,482
955,483,485,484,490,483,483,484,483,486,482
956,483,485,484,490,482,483,484,483,485,483
957,483,485,484,490,482,483,483,483,485,482
958,483,485,484,490,481,483,484,483,485,482
959,483,485,484,490,481,482,484,483,485,482
960,484,485,484,490,481,481,483,483,485,482
961,483,485,484,490,480,481,484,483,485,483
962,483,485,484,489,480,481,483,484,485,482
963,483,485,484,489,480,481,483,485,485,483
964,484,485,484,489,480,481,484,486,485,482
965,483,485,484,489,480,481,483,486,485,482
966,483,485,484,490,479,481,483,486,485,482
967,483,485,484,489,480,481,484,486,485,482
968,483,486,484,489,480,481,483,487,485,482
969,483,486,484,489,480,481,483,487,485,482
970,483,485,484,489,479,481,483,487,484,481
971,483,485,484,489,479,481,483,486,484,482
972,483,486,484,489,479,481,483,485,484,482
973,483,486,484,489,479,481,483,485,483,482
974,483,486,484,489,479,481,483,484,483,481
975,483,487,484,489,480,481,483,482,482,481
976,483,487,484,489,479,481,483,482,482,482
977,483,487,484,489,479,481,483,480,482,481
978,484,488,484,489,480,481,483,480,482,482
979,483,488,484,489,479,481,483,479,482,482
980,483,489,484,489,479,481,483,479,481,482
981,484,488,484,489,479,482,483,479,481,482
982,484,489,484,489,479,481,483,479,481,482
983,484,488,484,489,479,481,483,478,481,482
984,484,488,484,489,479,481,483,478,481,482
985,484,487,484,489,479,481,483,478,481,482
986,484,486,484,489,479,481,482,478,481,482
987,484,486,484,489,479,481,483,478,481,482
988,484,484,484,489,479,481,483,478,481,482
989,484,484,484,488,479,481,482,478,481,482
990,485,483,483,488,480,481,482,478,481,482
991,484,482,483,488,479,481,482,478,481,482
992,485,482,483,489,479,481,482,478,481,482
993,485,481,484,489,479,481,482,478,481,482
994,485,481,484,488,479,481,482,478,481,482
995,485,480,483,488,479,481,482,477,481,482
996,485,480,483,488,480,481,482,477,481,482
997,485,480,483,488,479,481,481,477,481,482
998,484,480,483,488,479,481,482,477,481,482
